Elapsed time AscRate GpsHeightMSL      P   Temp   RH   Dewp Dir Speed
           s     m/s            m    hPa     ?C    %     ?C   ?   m/s
         402     6.9       2831.0 728.77   0.06 83.7  -2.37   7  7.74
         403     6.5       2837.6 728.17   0.03 83.3  -2.46   7  7.84
         404     6.0       2843.6 727.62   0.00 83.0  -2.54   7  7.95
         405     5.6       2849.1 727.11  -0.03 83.0  -2.57   6  8.06
         406     5.4       2854.4 726.64  -0.04 83.0  -2.57   6  8.18
         407     5.6       2859.8 726.16  -0.05 82.7  -2.63   6  8.30
         408     6.0       2865.9 725.61  -0.04 81.9  -2.76   6  8.43
         409     6.5       2872.5 725.00  -0.01 80.9  -2.89   5  8.56
         410     6.7       2879.3 724.38   0.01 80.1  -3.00   5  8.69
         411     6.7       2886.0 723.78   0.04 79.5  -3.08   5  8.83
         412     6.5       2892.5 723.20   0.07 78.9  -3.15   5  8.96
         413     6.2       2898.7 722.64   0.11 77.6  -3.34   5  9.09
         414     6.0       2904.7 722.09   0.15 74.9  -3.78   5  9.23
         415     5.8       2910.5 721.56   0.21 70.3  -4.56   5  9.36
         416     5.9       2916.2 721.06   0.31 64.5  -5.59   5  9.49
         417     6.2       2922.3 720.52   0.42 59.0  -6.64   5  9.62
         418     6.7       2929.1 719.91   0.56 54.3  -7.60   5  9.74
         419     7.1       2936.3 719.26   0.72 50.4  -8.40   5  9.86
         420     7.2       2943.7 718.59   0.90 46.0  -9.42   5  9.97
         421     6.9       2950.7 717.96   1.11 39.3 -11.22   5 10.07
         422     6.3       2957.0 717.40   1.31 31.7 -13.69   5 10.17
         423     5.8       2962.7 716.90   1.48 26.0 -15.94   5 10.26
         424     5.5       2968.0 716.44   1.62 23.2 -17.21   5 10.34
         425     5.5       2973.4 715.95   1.75 22.1 -17.68   5 10.41
         426     5.8       2979.2 715.43   1.85 21.6 -17.83   5 10.47
         427     6.1       2985.3 714.88   1.92 20.5 -18.40   5 10.53
         428     6.3       2991.6 714.31   1.99 17.8 -20.02   4 10.57
         429     6.5       2998.1 713.75   2.11 14.3 -22.42   4 10.61
         430     6.8       3004.9 713.17   2.24 11.7 -24.61   4 10.64
         431     7.0       3012.1 712.52   2.35 10.6 -25.54   4 10.67
         432     6.9       3019.2 711.88   2.42 10.6 -25.57   4 10.68
         433     6.4       3025.6 711.31   2.44 10.6 -25.50   4 10.69
         434     5.8       3031.3 710.81   2.46 10.6 -25.50   4 10.70
         435     5.5       3036.7 710.35   2.49 10.6 -25.48   4 10.70
         436     5.7       3042.2 709.88   2.53 10.7 -25.31   4 10.70
         437     6.2       3048.4 709.33   2.56 11.0 -24.98   4 10.70
         438     6.7       3055.2 708.71   2.56 11.5 -24.55   4 10.69
         439     7.1       3062.4 708.08   2.55 11.9 -24.16   4 10.69
         440     7.2       3069.7 707.45   2.51 12.2 -23.90   3 10.69
         441     7.2       3076.9 706.82   2.47 12.3 -23.79   3 10.69
         442     7.0       3084.0 706.20   2.41 12.4 -23.80   3 10.69
         443     6.8       3090.8 705.61   2.35 12.4 -23.85   3 10.70
         444     6.5       3097.4 705.03   2.30 12.5 -23.80   3 10.72
         445     6.2       3103.5 704.49   2.26 12.7 -23.63   2 10.73
         446     5.9       3109.4 703.99   2.21 13.0 -23.41   2 10.75
         447     5.7       3115.0 703.50   2.18 13.3 -23.22   2 10.78
         448     5.5       3120.5 703.00   2.14 13.3 -23.18   2 10.81
         449     5.5       3126.0 702.54   2.10 13.2 -23.34   2 10.85
         450     5.5       3131.4 702.07   2.07 13.0 -23.50   1 10.89
         451     5.6       3137.1 701.56   2.05 13.0 -23.54   1 10.93
         452     5.6       3142.7 701.06   2.04 12.8 -23.71   1 10.98
         453     5.6       3148.3 700.58   2.04 12.6 -23.88   1 11.03
         454     5.7       3153.9 700.10   2.04 13.6 -23.04   0 11.08
         455     5.9       3159.8 699.58   2.03 16.4 -20.93 360 11.13
         456     6.3       3166.1 699.05   2.00 20.6 -18.30 360 11.18
         457     6.7       3172.8 698.46   1.94 23.6 -16.70 359 11.23
         458     7.0       3179.9 697.83   1.88 24.6 -16.30 359 11.29
         459     7.1       3187.0 697.22   1.81 24.9 -16.21 359 11.34
         460     7.1       3194.1 696.63   1.75 25.6 -15.90 358 11.38
         461     7.2       3201.3 696.00   1.69 27.0 -15.31 358 11.43
         462     7.2       3208.7 695.36   1.65 28.9 -14.55 358 11.47
         463     7.1       3215.8 694.75   1.60 30.3 -13.98 357 11.51
         464     6.8       3222.6 694.16   1.54 30.9 -13.80 357 11.55
         465     6.5       3229.0 693.60   1.49 31.2 -13.72 356 11.58
         466     6.2       3235.1 693.09   1.43 31.7 -13.59 356 11.61
         467     6.3       3241.3 692.56   1.38 32.4 -13.34 356 11.64
         468     6.5       3247.9 691.98   1.33 33.7 -12.91 355 11.67
         469     6.7       3254.6 691.41   1.27 35.3 -12.39 355 11.69
         470     6.8       3261.5 690.82   1.20 36.2 -12.16 355 11.71
         471     6.7       3268.3 690.21   1.13 36.3 -12.20 354 11.73
         472     6.5       3274.7 689.67   1.05 36.3 -12.24 354 11.75
         473     6.2       3280.9 689.16   0.98 36.8 -12.15 354 11.77
         474     6.0       3286.9 688.63   0.94 37.4 -11.99 354 11.79
         475     5.8       3292.7 688.13   0.89 38.1 -11.79 353 11.81
         476     5.7       3298.3 687.66   0.84 38.6 -11.67 353 11.83
         477     5.6       3303.9 687.18   0.79 39.4 -11.47 353 11.85
         478     5.6       3309.5 686.70   0.74 40.6 -11.12 353 11.87
         479     5.6       3315.0 686.23   0.69 42.1 -10.72 353 11.90
         480     5.6       3320.6 685.74   0.64 43.6 -10.32 353 11.93
         481     5.7       3326.3 685.25   0.59 45.0  -9.99 353 11.96
         482     5.8       3332.1 684.77   0.55 46.1  -9.70 353 12.00
         483     6.0       3338.2 684.25   0.52 46.9  -9.51 353 12.04
         484     6.2       3344.4 683.70   0.47 46.9  -9.56 353 12.08
         485     6.2       3350.6 683.19   0.43 46.5  -9.70 353 12.13
         486     6.3       3357.0 682.65   0.39 46.9  -9.65 353 12.18
         487     6.3       3363.3 682.11   0.37 47.8  -9.41 354 12.23
         488     6.2       3369.5 681.58   0.35 48.6  -9.21 354 12.29
         489     6.0       3375.4 681.07   0.32 49.0  -9.15 354 12.35
         490     5.8       3381.3 680.57   0.28 48.9  -9.20 354 12.41
         491     5.7       3387.0 680.09   0.25 48.7  -9.28 355 12.48
         492     5.8       3392.7 679.61   0.22 48.5  -9.37 355 12.55
         493     6.0       3398.7 679.10   0.20 48.0  -9.53 355 12.62
         494     6.3       3405.0 678.58   0.17 47.3  -9.74 356 12.70
         495     6.6       3411.7 678.01   0.14 46.6  -9.93 356 12.77
         496     6.6       3418.6 677.41   0.10 46.2 -10.08 356 12.84
         497     6.3       3424.9 676.87   0.07 45.8 -10.22 357 12.92
         498     5.9       3430.7 676.38   0.04 45.3 -10.40 357 12.99
         499     5.7       3436.3 675.92   0.00 44.7 -10.61 358 13.06
         500     5.8       3442.0 675.46  -0.04 44.0 -10.83 358 13.13
         501     6.3       3448.3 674.92  -0.06 43.2 -11.09 358 13.20
         502     6.8       3455.3 674.31  -0.07 41.9 -11.48 359 13.27
         503     7.1       3462.5 673.71  -0.08 40.3 -11.97 359 13.33
         504     7.1       3469.6 673.11  -0.10 38.7 -12.51 360 13.40
         505     6.8       3476.4 672.55  -0.13 36.9 -13.12   0 13.46
         506     6.4       3482.8 672.00  -0.15 35.0 -13.79   1 13.52
         507     6.1       3488.8 671.49  -0.16 33.2 -14.42   1 13.57
         508     5.9       3494.6 671.02  -0.17 32.0 -14.89   1 13.63
         509     6.0       3500.6 670.53  -0.19 31.1 -15.23   2 13.68
         510     6.3       3506.9 669.98  -0.23 30.7 -15.45   2 13.73
         511     6.5       3513.5 669.43  -0.26 30.1 -15.71   2 13.78
         512     6.5       3520.0 668.89  -0.28 29.5 -15.98   3 13.82
         513     6.3       3526.3 668.35  -0.31 29.6 -15.94   3 13.87
         514     6.0       3532.3 667.85  -0.33 30.4 -15.66   3 13.92
         515     5.9       3538.1 667.38  -0.37 31.0 -15.44   3 13.96
         516     6.0       3543.9 666.90  -0.41 31.5 -15.30   3 14.01
         517     6.3       3550.2 666.37  -0.46 31.9 -15.19   3 14.05
         518     6.7       3557.1 665.79  -0.51 32.0 -15.20   4 14.10
         519     7.0       3564.1 665.20  -0.55 31.8 -15.32   4 14.14
         520     7.0       3571.1 664.63  -0.60 31.5 -15.45   4 14.19
         521     6.8       3578.0 664.06  -0.64 31.4 -15.55   3 14.23
         522     6.4       3584.4 663.51  -0.67 31.1 -15.67   3 14.28
         523     5.8       3590.2 663.02  -0.69 30.8 -15.81   3 14.33
         524     5.4       3595.4 662.61  -0.71 30.7 -15.88   3 14.37
         525     5.4       3600.7 662.18  -0.74 30.8 -15.86   3 14.42
         526     5.7       3606.3 661.70  -0.78 31.0 -15.81   3 14.46
         527     6.2       3612.6 661.18  -0.82 31.2 -15.79   2 14.51
         528     6.7       3619.3 660.63  -0.85 31.0 -15.87   2 14.55
         529     6.9       3626.3 660.05  -0.88 30.6 -16.04   2 14.59
         530     6.9       3633.4 659.47  -0.90 30.2 -16.25   2 14.62
         531     6.6       3640.1 658.90  -0.93 29.9 -16.39   1 14.65
         532     6.0       3646.1 658.39  -0.95 29.8 -16.43   1 14.67
         533     5.5       3651.4 657.97  -0.99 30.0 -16.39   1 14.69
         534     5.4       3656.6 657.55  -1.04 30.3 -16.30   1 14.70
         535     5.8       3662.4 657.07  -1.08 30.7 -16.19   0 14.70
         536     6.4       3668.9 656.52  -1.09 30.8 -16.15   0 14.70
         537     6.9       3675.9 655.94  -1.08 30.5 -16.25 360 14.69
         538     7.2       3683.2 655.36  -1.06 29.9 -16.49 360 14.67
         539     7.3       3690.6 654.74  -1.03 29.2 -16.73 360 14.64
         540     7.0       3697.7 654.16  -0.98 28.7 -16.92 359 14.60
         541     6.6       3704.2 653.64  -0.94 28.2 -17.10 359 14.56
         542     6.2       3710.4 653.11  -0.92 27.3 -17.47 359 14.51
         543     6.0       3716.2 652.64  -0.92 25.7 -18.17 359 14.45
         544     6.1       3722.2 652.19  -0.90 23.9 -19.03 359 14.39
         545     6.4       3728.6 651.65  -0.89 23.5 -19.20 359 14.33
         546     6.5       3735.4 651.05  -0.90 24.2 -18.87 358 14.27
         547     6.2       3741.7 650.55  -0.91 24.6 -18.66 358 14.20
         548     5.8       3747.4 650.08  -0.91 24.8 -18.57 358 14.13
         549     5.6       3752.9 649.65  -0.91 25.1 -18.45 358 14.07
         550     5.9       3758.7 649.20  -0.94 25.5 -18.27 358 14.00
         551     6.4       3765.1 648.67  -0.97 25.7 -18.22 358 13.94
         552     6.9       3772.1 648.07  -1.00 25.3 -18.40 357 13.89
         553     6.9       3779.2 647.50  -1.02 24.8 -18.67 357 13.84
         554     6.6       3785.8 646.97  -1.04 24.4 -18.86 357 13.79
         555     6.1       3791.9 646.47  -1.04 24.4 -18.91 357 13.75
         556     5.8       3797.6 646.02  -1.05 24.4 -18.89 357 13.72
         557     5.7       3803.1 645.58  -1.07 24.7 -18.78 357 13.70
         558     5.9       3808.9 645.10  -1.10 25.3 -18.52 356 13.68
         559     6.3       3815.2 644.59  -1.13 26.1 -18.16 356 13.67
         560     6.7       3822.0 644.04  -1.15 26.7 -17.94 356 13.67
         561     7.1       3829.1 643.46  -1.18 26.4 -18.06 356 13.67
         562     7.4       3836.5 642.87  -1.20 25.8 -18.39 356 13.68
         563     7.4       3844.1 642.26  -1.23 25.3 -18.61 356 13.70
         564     7.2       3851.3 641.67  -1.29 25.2 -18.73 355 13.72
         565     6.8       3858.1 641.13  -1.36 25.2 -18.79 355 13.74
         566     6.4       3864.4 640.62  -1.41 25.2 -18.80 355 13.77
         567     6.2       3870.5 640.14  -1.44 25.4 -18.77 355 13.80
         568     6.2       3876.7 639.65  -1.48 25.6 -18.70 355 13.83
         569     6.4       3883.2 639.11  -1.52 25.9 -18.60 355 13.87
         570     6.5       3889.8 638.58  -1.57 26.2 -18.53 355 13.90
         571     6.5       3896.4 638.05  -1.62 26.2 -18.54 355 13.93
         572     6.3       3902.6 637.55  -1.65 26.1 -18.61 354 13.96
         573     6.3       3908.8 637.06  -1.68 26.0 -18.69 354 13.99
         574     6.4       3915.1 636.54  -1.71 26.0 -18.73 354 14.01
         575     6.8       3921.8 636.02  -1.74 25.8 -18.84 354 14.04
         576     7.3       3929.1 635.44  -1.78 25.1 -19.19 354 14.06
         577     7.7       3936.9 634.80  -1.78 23.6 -19.91 354 14.07
         578     7.9       3944.9 634.17  -1.73 21.4 -21.00 354 14.08
         579     7.7       3952.7 633.57  -1.65 19.3 -22.09 354 14.09
         580     7.4       3960.1 632.96  -1.59 18.5 -22.58 354 14.10
         581     6.8       3966.9 632.41  -1.57 18.3 -22.63 354 14.10
         582     6.1       3972.9 631.94  -1.56 18.7 -22.37 354 14.10
         583     5.7       3978.5 631.51  -1.56 19.6 -21.88 354 14.09
         584     5.8       3984.1 631.07  -1.58 20.3 -21.50 354 14.08
         585     6.2       3990.3 630.57  -1.61 20.4 -21.44 354 14.07
         586     6.5       3997.0 630.03  -1.66 20.3 -21.54 354 14.05
         587     6.6       4003.7 629.49  -1.71 20.4 -21.55 354 14.03
         588     6.4       4010.1 628.98  -1.76 20.7 -21.42 354 14.00
         589     6.0       4016.1 628.52  -1.81 21.0 -21.29 354 13.98
         590     5.9       4021.9 628.07  -1.85 21.0 -21.32 354 13.95
         591     6.0       4027.8 627.59  -1.89 20.7 -21.50 354 13.92
         592     6.3       4034.0 627.10  -1.93 20.5 -21.65 354 13.89
         593     6.7       4040.7 626.57  -1.97 20.6 -21.64 353 13.86
         594     7.2       4047.9 626.00  -2.02 20.8 -21.57 353 13.82
         595     7.6       4055.5 625.40  -2.07 21.2 -21.38 353 13.79
         596     7.9       4063.5 624.80  -2.12 21.7 -21.16 353 13.75
         597     8.0       4071.6 624.15  -2.18 22.0 -21.06 353 13.71
         598     7.8       4079.6 623.52  -2.24 22.1 -21.07 353 13.67
         599     7.1       4086.8 622.94  -2.29 22.1 -21.11 353 13.64
         600     6.3       4093.0 622.46  -2.32 22.0 -21.17 353 13.60
         601     5.6       4098.4 622.05  -2.36 22.0 -21.22 353 13.57
         602     5.5       4103.7 621.64  -2.40 22.1 -21.20 353 13.53
         603     5.8       4109.5 621.18  -2.44 22.3 -21.15 353 13.50
         604     6.2       4115.7 620.68  -2.49 22.4 -21.14 353 13.47
         605     6.5       4122.3 620.16  -2.54 22.4 -21.16 353 13.44
         606     6.5       4128.9 619.64  -2.57 22.4 -21.20 353 13.42
         607     6.4       4135.3 619.14  -2.60 22.4 -21.21 354 13.39
         608     6.2       4141.4 618.67  -2.64 22.6 -21.14 354 13.37
         609     6.1       4147.4 618.21  -2.67 23.1 -20.90 354 13.36
         610     6.2       4153.6 617.74  -2.68 24.0 -20.50 354 13.34
         611     6.3       4160.0 617.23  -2.67 24.5 -20.23 354 13.33
         612     6.4       4166.4 616.72  -2.69 24.6 -20.19 354 13.32
         613     6.2       4172.6 616.23  -2.72 24.6 -20.25 354 13.32
         614     5.9       4178.4 615.79  -2.76 24.5 -20.33 354 13.31
         615     5.7       4184.0 615.36  -2.79 24.2 -20.50 354 13.31
         616     5.6       4189.6 614.92  -2.81 23.6 -20.78 354 13.31
         617     5.8       4195.3 614.49  -2.85 23.1 -21.06 354 13.31
         618     6.0       4201.3 614.02  -2.88 22.7 -21.29 354 13.30
         619     6.1       4207.5 613.53  -2.91 22.5 -21.45 354 13.30
         620     6.1       4213.7 613.04  -2.94 22.3 -21.58 354 13.29
         621     6.0       4219.7 612.58  -2.98 22.1 -21.71 354 13.29
         622     6.0       4225.6 612.14  -3.02 21.8 -21.91 354 13.28
         623     6.1       4231.7 611.67  -3.07 21.4 -22.15 354 13.27
         624     6.2       4238.0 611.17  -3.12 21.1 -22.33 354 13.25
         625     6.2       4244.3 610.68  -3.18 21.0 -22.44 354 13.24
         626     5.9       4250.2 610.23  -3.24 21.0 -22.51 354 13.21
         627     5.7       4255.9 609.79  -3.29 20.8 -22.63 354 13.19
         628     5.7       4261.5 609.36  -3.34 20.6 -22.78 354 13.15
         629     5.8       4267.2 608.93  -3.38 20.5 -22.88 354 13.12
         630     6.2       4273.3 608.45  -3.43 20.5 -22.91 354 13.08
         631     6.5       4279.9 607.94  -3.50 20.6 -22.91 354 13.04
         632     6.7       4286.7 607.42  -3.56 20.6 -22.98 354 13.00
         633     6.8       4293.6 606.89  -3.62 20.3 -23.18 354 12.95
         634     6.5       4300.1 606.37  -3.68 20.0 -23.40 355 12.90
         635     6.0       4306.1 605.91  -3.73 19.8 -23.58 355 12.85
         636     5.8       4311.7 605.50  -3.77 19.6 -23.72 355 12.80
         637     5.9       4317.5 605.06  -3.81 19.5 -23.80 355 12.74
         638     6.3       4323.8 604.57  -3.88 19.6 -23.83 355 12.69
         639     6.9       4330.7 604.03  -3.95 19.7 -23.81 355 12.64
         640     7.4       4338.1 603.48  -4.02 19.9 -23.76 355 12.58
         641     7.7       4345.9 602.88  -4.08 20.1 -23.73 356 12.53
